Domain	Kingdom	Phylum	Class	Order	Family	Genus	Species	ASV	SUM	Percent	CA1	CA2	CA3	GCA1	GCA2	GCA3	GNA1	GNA2	GNA3	NA1	NA2	NA3
d__Bacteria	k__norank_d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Ferrovibrionales	f__Ferrovibrionaceae	g__Ferrovibrio	s__uncultured_bacterium_g__Ferrovibrio	ASV122	23	0.000207185	0	9	0	0	0	14	0	0	0	0	0	0
d__Bacteria	k__norank_d__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Bacillus	s__unclassified_g__Bacillus	ASV123	9	8.11E-05	0	9	0	0	0	0	0	0	0	0	0	0
d__Bacteria	k__norank_d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Rhizobiales_Incertae_Sedis	g__Bauldia	s__uncultured_soil_bacterium_g__Bauldia	ASV126	9	8.11E-05	0	9	0	0	0	0	0	0	0	0	0	0
d__Bacteria	k__norank_d__Bacteria	p__Myxococcota	c__Myxococcia	o__Myxococcales	f__Anaeromyxobacteraceae	g__Anaeromyxobacter	s__uncultured_bacterium_SJA-5	ASV127	8	7.21E-05	0	8	0	0	0	0	0	0	0	0	0	0
d__Bacteria	k__norank_d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Sphingobium	s__unclassified_g__Sphingobium	ASV129	8	7.21E-05	0	8	0	0	0	0	0	0	0	0	0	0
d__Bacteria	k__norank_d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Xanthomonadales	f__norank_o__Xanthomonadales	g__norank_f__norank_o__Xanthomonadales	s__uncultured_gamma_proteobacterium_g__norank_f__norank_o__Xanthomonadales	ASV130	8	7.21E-05	0	8	0	0	0	0	0	0	0	0	0	0
d__Bacteria	k__norank_d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Devosiaceae	g__Devosia	s__unclassified_g__Devosia	ASV134	20	0.000180161	0	8	0	0	0	0	0	0	0	12	0	0
d__Bacteria	k__norank_d__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Bacillus	s__unclassified_g__Bacillus	ASV137	7	6.31E-05	0	7	0	0	0	0	0	0	0	0	0	0
d__Bacteria	k__norank_d__Bacteria	p__Firmicutes	c__Bacilli	o__Paenibacillales	f__Paenibacillaceae	g__Paenibacillus	s__unclassified_g__Paenibacillus	ASV138	7	6.31E-05	0	7	0	0	0	0	0	0	0	0	0	0
d__Bacteria	k__norank_d__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__Pedosphaerales	f__Pedosphaeraceae	g__norank_f__Pedosphaeraceae	s__unclassified_g__norank_f__Pedosphaeraceae	ASV142	6	5.40E-05	0	6	0	0	0	0	0	0	0	0	0	0
d__Bacteria	k__norank_d__Bacteria	p__Actinobacteriota	c__Thermoleophilia	o__Solirubrobacterales	f__67-14	g__norank_f__67-14	s__unclassified_g__norank_f__67-14	ASV144	6	5.40E-05	0	6	0	0	0	0	0	0	0	0	0	0
d__Bacteria	k__norank_d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Beijerinckiaceae	g__Bosea	s__unclassified_g__Bosea	ASV145	10	9.01E-05	0	6	0	0	0	0	0	0	0	4	0	0
d__Bacteria	k__norank_d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Holosporales	f__Holosporaceae	g__norank_f__Holosporaceae	s__unclassified_g__norank_f__Holosporaceae	ASV148	5	4.50E-05	0	5	0	0	0	0	0	0	0	0	0	0
d__Bacteria	k__norank_d__Bacteria	p__Myxococcota	c__Polyangia	o__Haliangiales	f__Haliangiaceae	g__Haliangium	s__unclassified_g__Haliangium	ASV149	5	4.50E-05	0	5	0	0	0	0	0	0	0	0	0	0
d__Bacteria	k__norank_d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__unclassified_c__Gammaproteobacteria	f__unclassified_c__Gammaproteobacteria	g__unclassified_c__Gammaproteobacteria	s__unclassified_c__Gammaproteobacteria	ASV151	5	4.50E-05	0	5	0	0	0	0	0	0	0	0	0	0
d__Bacteria	k__norank_d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Gammaproteobacteria_Incertae_Sedis	f__unclassified_o__Gammaproteobacteria_Incertae_Sedis	g__Acidibacter	s__uncultured_bacterium_g__Acidibacter	ASV153	5	4.50E-05	0	5	0	0	0	0	0	0	0	0	0	0
d__Bacteria	k__norank_d__Bacteria	p__Verrucomicrobiota	c__Chlamydiae	o__Chlamydiales	f__Parachlamydiaceae	g__Neochlamydia	s__metagenome_g__Neochlamydia	ASV154	4	3.60E-05	0	4	0	0	0	0	0	0	0	0	0	0
d__Bacteria	k__norank_d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Sphingomonas	s__unclassified_g__Sphingomonas	ASV155	4	3.60E-05	0	4	0	0	0	0	0	0	0	0	0	0
d__Bacteria	k__norank_d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhodobacterales	f__Rhodobacteraceae	g__Thioclava	s__unclassified_g__Thioclava	ASV156	4	3.60E-05	0	4	0	0	0	0	0	0	0	0	0	0
d__Bacteria	k__norank_d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhodospirillales	f__Magnetospiraceae	g__norank_f__Magnetospiraceae	s__metagenome_g__norank_f__Magnetospiraceae	ASV157	16	0.000144129	0	4	0	0	0	5	0	0	0	2	5	0
d__Bacteria	k__norank_d__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__Chthoniobacterales	f__01D2Z36	g__norank_f__01D2Z36	s__metagenome_g__norank_f__01D2Z36	ASV158	4	3.60E-05	0	4	0	0	0	0	0	0	0	0	0	0
d__Bacteria	k__norank_d__Bacteria	p__Firmicutes	c__Bacilli	o__Paenibacillales	f__Paenibacillaceae	g__Cohnella	s__unclassified_g__Cohnella	ASV161	4	3.60E-05	0	4	0	0	0	0	0	0	0	0	0	0
d__Bacteria	k__norank_d__Bacteria	p__Verrucomicrobiota	c__Chlamydiae	o__Chlamydiales	f__cvE6	g__norank_f__cvE6	s__unclassified_g__norank_f__cvE6	ASV163	15	0.000135121	0	3	0	0	0	0	0	0	0	0	0	12
d__Bacteria	k__norank_d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Caulobacterales	f__Caulobacteraceae	g__Phenylobacterium	s__unclassified_g__Phenylobacterium	ASV164	3	2.70E-05	0	3	0	0	0	0	0	0	0	0	0	0
d__Bacteria	k__norank_d__Bacteria	p__Actinobacteriota	c__Actinobacteria	o__Propionibacteriales	f__Nocardioidaceae	g__Nocardioides	s__unclassified_g__Nocardioides	ASV165	5	4.50E-05	0	3	0	0	0	2	0	0	0	0	0	0
d__Bacteria	k__norank_d__Bacteria	p__Actinobacteriota	c__Actinobacteria	o__Micrococcales	f__Microbacteriaceae	g__Microbacterium	s__unclassified_g__Microbacterium	ASV168	3	2.70E-05	0	3	0	0	0	0	0	0	0	0	0	0
d__Bacteria	k__norank_d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Sphingomonas	s__unclassified_g__Sphingomonas	ASV169	3	2.70E-05	0	3	0	0	0	0	0	0	0	0	0	0
d__Bacteria	k__norank_d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Rhodocyclaceae	g__Sulfuritalea	s__unclassified_g__Sulfuritalea	ASV171	3	2.70E-05	0	3	0	0	0	0	0	0	0	0	0	0
d__Bacteria	k__norank_d__Bacteria	p__Firmicutes	c__Bacilli	o__Staphylococcales	f__Staphylococcaceae	g__Staphylococcus	s__unclassified_g__Staphylococcus	ASV172	3	2.70E-05	0	3	0	0	0	0	0	0	0	0	0	0
d__Bacteria	k__norank_d__Bacteria	p__Firmicutes	c__Bacilli	o__Paenibacillales	f__Paenibacillaceae	g__Paenibacillus	s__unclassified_g__Paenibacillus	ASV173	3	2.70E-05	0	3	0	0	0	0	0	0	0	0	0	0
d__Bacteria	k__norank_d__Bacteria	p__Actinobacteriota	c__MB-A2-108	o__norank_c__MB-A2-108	f__norank_o__norank_c__MB-A2-108	g__norank_f__norank_o__norank_c__MB-A2-108	s__uncultured_bacterium_0425-2M17	ASV174	2	1.80E-05	0	2	0	0	0	0	0	0	0	0	0	0
d__Bacteria	k__norank_d__Bacteria	p__Bdellovibrionota	c__Oligoflexia	o__0319-6G20	f__norank_o__0319-6G20	g__norank_f__norank_o__0319-6G20	s__uncultured_bacterium_g__norank_f__norank_o__0319-6G20	ASV175	2	1.80E-05	0	2	0	0	0	0	0	0	0	0	0	0
d__Bacteria	k__norank_d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__unclassified_c__Alphaproteobacteria	f__unclassified_c__Alphaproteobacteria	g__unclassified_c__Alphaproteobacteria	s__unclassified_c__Alphaproteobacteria	ASV176	2	1.80E-05	0	2	0	0	0	0	0	0	0	0	0	0
d__Bacteria	k__norank_d__Bacteria	p__Verrucomicrobiota	c__Chlamydiae	o__Chlamydiales	f__Parachlamydiaceae	g__Neochlamydia	s__metagenome_g__Neochlamydia	ASV177	2	1.80E-05	0	2	0	0	0	0	0	0	0	0	0	0
d__Bacteria	k__norank_d__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Carnobacteriaceae	g__Atopostipes	s__unclassified_g__Atopostipes	ASV178	2	1.80E-05	0	2	0	0	0	0	0	0	0	0	0	0
d__Bacteria	k__norank_d__Bacteria	p__Actinobacteriota	c__Actinobacteria	o__Micrococcales	f__Microbacteriaceae	g__Agromyces	s__unclassified_g__Agromyces	ASV182	2	1.80E-05	0	2	0	0	0	0	0	0	0	0	0	0
d__Bacteria	k__norank_d__Bacteria	p__Actinobacteriota	c__Actinobacteria	o__Micrococcales	f__Microbacteriaceae	g__Agrococcus	s__unclassified_g__Agrococcus	ASV183	2	1.80E-05	0	2	0	0	0	0	0	0	0	0	0	0
d__Bacteria	k__norank_d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Comamonadaceae	g__Ramlibacter	s__unclassified_g__Ramlibacter	ASV628	260	0.002342089	0	0	0	0	0	260	0	0	0	0	0	0
d__Bacteria	k__norank_d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Comamonadaceae	g__Ramlibacter	s__unclassified_g__Ramlibacter	ASV629	119	0.001071956	0	0	0	0	0	119	0	0	0	0	0	0
d__Bacteria	k__norank_d__Bacteria	p__Actinobacteriota	c__Actinobacteria	o__Micromonosporales	f__Micromonosporaceae	g__Actinoplanes	s__unclassified_g__Actinoplanes	ASV630	49	0.000441394	0	0	0	0	0	49	0	0	0	0	0	0
d__Bacteria	k__norank_d__Bacteria	p__Actinobacteriota	c__Actinobacteria	o__Micrococcales	f__Microbacteriaceae	g__Yonghaparkia	s__unclassified_g__Yonghaparkia	ASV631	36	0.000324289	0	0	0	0	0	36	0	0	0	0	0	0
d__Bacteria	k__norank_d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Burkholderiaceae	g__Cupriavidus	s__unclassified_g__Cupriavidus	ASV632	33	0.000297265	0	0	0	0	0	33	0	0	0	0	0	0
d__Bacteria	k__norank_d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Comamonadaceae	g__Ramlibacter	s__unclassified_g__Ramlibacter	ASV633	56	0.00050445	0	0	0	0	0	30	0	0	0	0	0	26
d__Bacteria	k__norank_d__Bacteria	p__Firmicutes	c__Bacilli	o__Paenibacillales	f__Paenibacillaceae	g__Paenibacillus	s__unclassified_g__Paenibacillus	ASV634	27	0.000243217	0	0	0	0	0	27	0	0	0	0	0	0
d__Bacteria	k__norank_d__Bacteria	p__Actinobacteriota	c__Actinobacteria	o__Frankiales	f__Geodermatophilaceae	g__Geodermatophilus	s__unclassified_g__Geodermatophilus	ASV635	24	0.000216193	0	0	0	0	0	24	0	0	0	0	0	0
d__Bacteria	k__norank_d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Comamonadaceae	g__unclassified_f__Comamonadaceae	s__unclassified_f__Comamonadaceae	ASV636	24	0.000216193	0	0	0	0	0	24	0	0	0	0	0	0
d__Bacteria	k__norank_d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Xanthomonadales	f__Xanthomonadaceae	g__Lysobacter	s__unclassified_g__Lysobacter	ASV637	20	0.000180161	0	0	0	0	0	20	0	0	0	0	0	0
d__Bacteria	k__norank_d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Comamonadaceae	g__Ramlibacter	s__unclassified_g__Ramlibacter	ASV638	19	0.000171153	0	0	0	0	0	19	0	0	0	0	0	0
d__Bacteria	k__norank_d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Oxalobacteraceae	g__Massilia	s__unclassified_g__Massilia	ASV639	19	0.000171153	0	0	0	0	0	19	0	0	0	0	0	0
d__Bacteria	k__norank_d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Devosiaceae	g__Devosia	s__unclassified_g__Devosia	ASV206	31	0.000279249	0	0	0	0	0	18	0	0	0	13	0	0
d__Bacteria	k__norank_d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__unclassified_c__Gammaproteobacteria	f__unclassified_c__Gammaproteobacteria	g__unclassified_c__Gammaproteobacteria	s__unclassified_c__Gammaproteobacteria	ASV640	17	0.000153137	0	0	0	0	0	17	0	0	0	0	0	0
d__Bacteria	k__norank_d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Alcaligenaceae	g__unclassified_f__Alcaligenaceae	s__unclassified_f__Alcaligenaceae	ASV641	17	0.000153137	0	0	0	0	0	17	0	0	0	0	0	0
d__Bacteria	k__norank_d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Oxalobacteraceae	g__Noviherbaspirillum	s__Noviherbaspirillum_malthae	ASV642	28	0.000252225	0	0	0	0	0	16	0	0	0	0	0	12
d__Bacteria	k__norank_d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Oxalobacteraceae	g__unclassified_f__Oxalobacteraceae	s__unclassified_f__Oxalobacteraceae	ASV643	16	0.000144129	0	0	0	0	0	16	0	0	0	0	0	0
d__Bacteria	k__norank_d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__211ds20	f__norank_o__211ds20	g__norank_f__norank_o__211ds20	s__uncultured_bacterium_g__norank_f__norank_o__211ds20	ASV644	15	0.000135121	0	0	0	0	0	15	0	0	0	0	0	0
d__Bacteria	k__norank_d__Bacteria	p__Actinobacteriota	c__Actinobacteria	o__Pseudonocardiales	f__Pseudonocardiaceae	g__Pseudonocardia	s__unclassified_g__Pseudonocardia	ASV645	15	0.000135121	0	0	0	0	0	15	0	0	0	0	0	0
d__Bacteria	k__norank_d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rickettsiales	f__Mitochondria	g__norank_f__Mitochondria	s__unclassified_g__norank_f__Mitochondria	ASV647	13	0.000117104	0	0	0	0	0	13	0	0	0	0	0	0
d__Bacteria	k__norank_d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Sphingomonas	s__Sphingomonas_sp._zzx33	ASV209	22	0.000198177	0	0	0	0	0	12	0	0	0	10	0	0
d__Bacteria	k__norank_d__Bacteria	p__Fibrobacterota	c__Fibrobacteria	o__Fibrobacterales	f__Fibrobacteraceae	g__possible_genus_04	s__uncultured_bacterium_g__possible_genus_04	ASV648	14	0.000126112	0	0	0	0	0	11	0	0	3	0	0	0
d__Bacteria	k__norank_d__Bacteria	p__Actinobacteriota	c__Actinobacteria	o__Pseudonocardiales	f__Pseudonocardiaceae	g__unclassified_f__Pseudonocardiaceae	s__unclassified_f__Pseudonocardiaceae	ASV649	11	9.91E-05	0	0	0	0	0	11	0	0	0	0	0	0
d__Bacteria	k__norank_d__Bacteria	p__Chloroflexi	c__Chloroflexia	o__Chloroflexales	f__Herpetosiphonaceae	g__Herpetosiphon	s__uncultured_bacterium_g__Herpetosiphon	ASV650	9	8.11E-05	0	0	0	0	0	9	0	0	0	0	0	0
d__Bacteria	k__norank_d__Bacteria	p__Firmicutes	c__Bacilli	o__Paenibacillales	f__Paenibacillaceae	g__Paenibacillus	s__unclassified_g__Paenibacillus	ASV651	9	8.11E-05	0	0	0	0	0	9	0	0	0	0	0	0
d__Bacteria	k__norank_d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Oxalobacteraceae	g__unclassified_f__Oxalobacteraceae	s__unclassified_f__Oxalobacteraceae	ASV652	9	8.11E-05	0	0	0	0	0	9	0	0	0	0	0	0
d__Bacteria	k__norank_d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Rhizobiaceae	g__unclassified_f__Rhizobiaceae	s__unclassified_f__Rhizobiaceae	ASV653	9	8.11E-05	0	0	0	0	0	9	0	0	0	0	0	0
d__Bacteria	k__norank_d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__unclassified_c__Gammaproteobacteria	f__unclassified_c__Gammaproteobacteria	g__unclassified_c__Gammaproteobacteria	s__unclassified_c__Gammaproteobacteria	ASV654	8	7.21E-05	0	0	0	0	0	8	0	0	0	0	0	0
d__Bacteria	k__norank_d__Bacteria	p__Firmicutes	c__Bacilli	o__Alicyclobacillales	f__Alicyclobacillaceae	g__Tumebacillus	s__unclassified_g__Tumebacillus	ASV655	8	7.21E-05	0	0	0	0	0	8	0	0	0	0	0	0
d__Bacteria	k__norank_d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Steroidobacterales	f__Steroidobacteraceae	g__Steroidobacter	s__unclassified_g__Steroidobacter	ASV656	8	7.21E-05	0	0	0	0	0	8	0	0	0	0	0	0
d__Bacteria	k__norank_d__Bacteria	p__Myxococcota	c__Polyangia	o__Polyangiales	f__BIrii41	g__norank_f__BIrii41	s__unclassified_g__norank_f__BIrii41	ASV657	8	7.21E-05	0	0	0	0	0	8	0	0	0	0	0	0
d__Bacteria	k__norank_d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Reyranellales	f__Reyranellaceae	g__Reyranella	s__unclassified_g__Reyranella	ASV658	7	6.31E-05	0	0	0	0	0	7	0	0	0	0	0	0
d__Bacteria	k__norank_d__Bacteria	p__Actinobacteriota	c__Actinobacteria	o__Micrococcales	f__Intrasporangiaceae	g__Terrabacter	s__unclassified_g__Terrabacter	ASV659	9	8.11E-05	0	0	0	0	0	7	0	0	0	0	0	2
d__Bacteria	k__norank_d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Rhodocyclaceae	g__Sulfuritalea	s__unclassified_g__Sulfuritalea	ASV660	7	6.31E-05	0	0	0	0	0	7	0	0	0	0	0	0
d__Bacteria	k__norank_d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Comamonadaceae	g__Azohydromonas	s__unclassified_g__Azohydromonas	ASV661	7	6.31E-05	0	0	0	0	0	7	0	0	0	0	0	0
d__Bacteria	k__norank_d__Bacteria	p__Actinobacteriota	c__Actinobacteria	o__Streptomycetales	f__Streptomycetaceae	g__Streptomyces	s__unclassified_g__Streptomyces	ASV662	7	6.31E-05	0	0	0	0	0	7	0	0	0	0	0	0
d__Bacteria	k__norank_d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__norank_o__Rhizobiales	g__norank_f__norank_o__Rhizobiales	s__unclassified_g__norank_f__norank_o__Rhizobiales	ASV663	7	6.31E-05	0	0	0	0	0	7	0	0	0	0	0	0
d__Bacteria	k__norank_d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Ferrovibrionales	f__Ferrovibrionaceae	g__Ferrovibrio	s__uncultured_bacterium_g__Ferrovibrio	ASV664	7	6.31E-05	0	0	0	0	0	7	0	0	0	0	0	0
d__Bacteria	k__norank_d__Bacteria	p__Bdellovibrionota	c__Oligoflexia	o__0319-6G20	f__norank_o__0319-6G20	g__norank_f__norank_o__0319-6G20	s__uncultured_Roseobacter_sp._g__norank_f__norank	ASV666	10	9.01E-05	0	0	0	0	0	6	0	0	0	0	0	4
d__Bacteria	k__norank_d__Bacteria	p__Myxococcota	c__Polyangia	o__Haliangiales	f__Haliangiaceae	g__Haliangium	s__unclassified_g__Haliangium	ASV667	9	8.11E-05	0	0	0	0	0	6	0	0	0	0	0	3
d__Bacteria	k__norank_d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Nitrosomonadaceae	g__Ellin6067	s__unclassified_g__Ellin6067	ASV668	6	5.40E-05	0	0	0	0	0	6	0	0	0	0	0	0
d__Bacteria	k__norank_d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Comamonadaceae	g__unclassified_f__Comamonadaceae	s__unclassified_f__Comamonadaceae	ASV669	6	5.40E-05	0	0	0	0	0	6	0	0	0	0	0	0
d__Bacteria	k__norank_d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhodospirillales	f__Rhodospirillaceae	g__norank_f__Rhodospirillaceae	s__unclassified_g__norank_f__Rhodospirillaceae	ASV671	5	4.50E-05	0	0	0	0	0	5	0	0	0	0	0	0
d__Bacteria	k__norank_d__Bacteria	p__Actinobacteriota	c__Rubrobacteria	o__Rubrobacterales	f__Rubrobacteriaceae	g__Rubrobacter	s__unclassified_g__Rubrobacter	ASV672	5	4.50E-05	0	0	0	0	0	5	0	0	0	0	0	0
d__Bacteria	k__norank_d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Caulobacterales	f__Caulobacteraceae	g__Caulobacter	s__unclassified_g__Caulobacter	ASV673	5	4.50E-05	0	0	0	0	0	5	0	0	0	0	0	0
d__Bacteria	k__norank_d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Sphingopyxis	s__unclassified_g__Sphingopyxis	ASV674	5	4.50E-05	0	0	0	0	0	5	0	0	0	0	0	0
d__Bacteria	k__norank_d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Rhodocyclaceae	g__Uliginosibacterium	s__uncultured_bacterium_g__Uliginosibacterium	ASV675	5	4.50E-05	0	0	0	0	0	5	0	0	0	0	0	0
d__Bacteria	k__norank_d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Beijerinckiaceae	g__unclassified_f__Beijerinckiaceae	s__unclassified_f__Beijerinckiaceae	ASV676	5	4.50E-05	0	0	0	0	0	5	0	0	0	0	0	0
d__Bacteria	k__norank_d__Bacteria	p__Actinobacteriota	c__Thermoleophilia	o__Solirubrobacterales	f__Solirubrobacteraceae	g__unclassified_f__Solirubrobacteraceae	s__unclassified_f__Solirubrobacteraceae	ASV216	12	0.000108096	0	0	0	0	0	5	0	0	0	7	0	0
d__Bacteria	k__norank_d__Bacteria	p__Firmicutes	c__Bacilli	o__Paenibacillales	f__Paenibacillaceae	g__Paenibacillus	s__Paenibacillus_pectinilyticus	ASV677	5	4.50E-05	0	0	0	0	0	5	0	0	0	0	0	0
d__Bacteria	k__norank_d__Bacteria	p__Verrucomicrobiota	c__Chlamydiae	o__Chlamydiales	f__Parachlamydiaceae	g__norank_f__Parachlamydiaceae	s__metagenome_g__norank_f__Parachlamydiaceae	ASV678	5	4.50E-05	0	0	0	0	0	5	0	0	0	0	0	0
d__Bacteria	k__norank_d__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Bacillus	s__unclassified_g__Bacillus	ASV679	5	4.50E-05	0	0	0	0	0	5	0	0	0	0	0	0
d__Bacteria	k__norank_d__Bacteria	p__Actinobacteriota	c__Acidimicrobiia	o__norank_c__Acidimicrobiia	f__norank_o__norank_c__Acidimicrobiia	g__norank_f__norank_o__norank_c__Acidimicrobiia	s__uncultured_Acidimicrobiia_bacterium_g__norank	ASV680	5	4.50E-05	0	0	0	0	0	5	0	0	0	0	0	0
d__Bacteria	k__norank_d__Bacteria	p__Acidobacteriota	c__Thermoanaerobaculia	o__Thermoanaerobaculales	f__Thermoanaerobaculaceae	g__Subgroup_10	s__uncultured_soil_bacterium_g__Subgroup_10	ASV681	4	3.60E-05	0	0	0	0	0	4	0	0	0	0	0	0
d__Bacteria	k__norank_d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Acetobacterales	f__Acetobacteraceae	g__Craurococcus-Caldovatus	s__uncultured_bacterium_g__Craurococcus-Caldovatus	ASV682	4	3.60E-05	0	0	0	0	0	4	0	0	0	0	0	0
d__Bacteria	k__norank_d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Beijerinckiaceae	g__norank_f__Beijerinckiaceae	s__uncultured_bacterium_g__norank_f__Beijerinckiaceae	ASV683	4	3.60E-05	0	0	0	0	0	4	0	0	0	0	0	0
d__Bacteria	k__norank_d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Xanthobacteraceae	g__Pseudolabrys	s__unclassified_g__Pseudolabrys	ASV684	4	3.60E-05	0	0	0	0	0	4	0	0	0	0	0	0
d__Bacteria	k__norank_d__Bacteria	p__Actinobacteriota	c__Actinobacteria	o__Frankiales	f__norank_o__Frankiales	g__norank_f__norank_o__Frankiales	s__unclassified_g__norank_f__norank_o__Frankiales	ASV685	4	3.60E-05	0	0	0	0	0	4	0	0	0	0	0	0
d__Bacteria	k__norank_d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__TRA3-20	g__norank_f__TRA3-20	s__unclassified_g__norank_f__TRA3-20	ASV686	4	3.60E-05	0	0	0	0	0	4	0	0	0	0	0	0
d__Bacteria	k__norank_d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Rhizobiaceae	g__unclassified_f__Rhizobiaceae	s__unclassified_f__Rhizobiaceae	ASV687	4	3.60E-05	0	0	0	0	0	4	0	0	0	0	0	0
d__Bacteria	k__norank_d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Azospirillales	f__Azospirillaceae	g__Skermanella	s__uncultured_Skermanella_sp._g__Skermanella	ASV688	4	3.60E-05	0	0	0	0	0	4	0	0	0	0	0	0
d__Bacteria	k__norank_d__Bacteria	p__Actinobacteriota	c__Actinobacteria	o__Micrococcales	f__Intrasporangiaceae	g__norank_f__Intrasporangiaceae	s__uncultured_bacterium_g__norank_f__Intrasporangiaceae	ASV689	4	3.60E-05	0	0	0	0	0	4	0	0	0	0	0	0
d__Bacteria	k__norank_d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Rhizobiaceae	g__unclassified_f__Rhizobiaceae	s__unclassified_f__Rhizobiaceae	ASV690	4	3.60E-05	0	0	0	0	0	4	0	0	0	0	0	0
d__Bacteria	k__norank_d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Azospirillales	f__norank_o__Azospirillales	g__norank_f__norank_o__Azospirillales	s__unclassified_g__norank_f__norank_o__Azospirillales	ASV691	4	3.60E-05	0	0	0	0	0	4	0	0	0	0	0	0
